1,4,679,0
2,1,951,1224
2,2,1224,1497
2,3,1497,1769
2,2,1769,2042
1,4,2042,0
1,3,2315,0
2,1,2588,2860
2,2,2860,3133
2,3,3133,3406
2,2,3406,3679
1,4,3679,0
1,1,3951,0
2,4,4224,4497
2,3,4497,4769
2,2,4769,5042
2,3,5042,5315
2,4,5315,5588
2,1,5588,5860
2,3,5860,6133
2,2,6133,6406
1,4,6406,0
1,3,6542,0
2,1,6679,6951
2,4,6951,7224
1,2,7224,0
2,3,7497,7769
2,4,7769,8042
2,1,8042,8315
2,3,8315,8588
2,2,8588,8860
1,4,8860,0
2,1,9133,9406
2,3,9406,9679
2,4,9679,9951
2,3,9951,10224
1,2,10224,0
1,1,10497,0
2,4,10769,11042
2,2,11042,11315
2,3,11315,11588
2,2,11588,11860
2,4,11860,12133
2,1,12133,12406
2,2,12406,12679
2,3,12679,12951
2,1,12951,13224
2,4,13224,13497
1,2,13497,0
1,3,13633,0
2,1,13769,14042
2,3,14042,14315
2,1,14315,14588
2,3,14588,14860
2,1,14860,15133
2,3,15133,15406
2,2,15406,15679
2,4,15679,15951
2,2,15951,16224
2,4,16224,16497
2,2,16497,16769
1,4,16769,0
2,3,17042,17315
2,1,17315,17588
2,3,17588,17860
2,1,17860,18133
2,3,18133,18406
2,1,18406,18679
2,3,18679,18951
2,1,18951,19224
2,4,19224,19497
2,2,19497,19769
2,3,19769,20042
1,1,20042,0
2,2,20315,20588
2,4,20588,20860
2,2,20860,21133
2,4,21133,21406
2,2,21406,21679
2,4,21679,21951
2,1,21951,22224
2,3,22224,22497
2,1,22497,22769
2,3,22769,23042
2,1,23042,23315
1,4,23315,0
2,2,23588,23860
2,3,23860,24133
2,2,24133,24406
2,3,24406,24679
2,2,24679,24951
2,3,24951,25224
2,1,25224,25497
2,4,25497,25769
2,2,25769,26042
2,1,26042,26315
1,4,26315,0
1,3,26451,0
1,1,26588,0
1,2,26679,0
1,3,26769,0
1,1,26860,0
1,4,26860,0
1,2,27269,0
1,3,27497,0
1,1,27679,0
1,2,27815,0
1,4,27951,0
1,3,28088,0
1,2,28224,0
1,1,28497,0
1,3,28906,0
1,2,29133,0
1,4,29315,0
1,3,29451,0
1,1,29588,0
1,2,29724,0
1,3,29860,0
1,4,29997,0
1,1,30133,0
1,3,30542,0
1,4,30951,0
1,2,31088,0
1,3,31224,0
1,1,31360,0
1,2,31497,0
1,4,31769,0
1,1,32179,0
1,3,32451,0
1,4,32588,0
1,2,32724,0
1,3,32860,0
1,1,32997,0
1,4,33133,0
1,3,33269,0
1,2,33406,0
1,4,33815,0
1,1,34088,0
1,3,34224,0
1,2,34360,0
1,4,34497,0
1,3,34633,0
1,1,34769,0
1,2,34906,0
1,4,35042,0
1,1,35451,0
1,3,35860,0
1,4,35997,0
1,1,36133,0
1,3,36224,0
1,2,36406,0
1,4,36497,0
1,1,36679,0
1,3,37088,0
1,2,37497,0
1,4,37633,0
1,1,37769,0
1,2,37906,0
1,3,38042,0
1,2,38179,0
1,4,38315,0
1,1,38724,0
1,3,38997,0
1,4,39133,0
1,2,39269,0
1,1,39406,0
1,3,39542,0
1,2,39679,0
1,4,39815,0
1,3,39951,0
1,1,40360,0
1,3,40633,0
1,2,40769,0
1,4,40906,0
1,1,41042,0
1,2,41179,0
1,3,41315,0
1,4,41588,0
1,2,41724,0
1,3,41860,0
1,1,41997,0
1,4,42133,0
1,2,42269,0
1,3,42406,0
1,1,42542,0
1,4,42679,0
1,3,42815,0
1,2,42951,0
1,1,43088,0
1,4,43224,0
1,2,43360,0
1,3,43633,0
1,1,43906,0
1,2,44042,0
1,3,44179,0
1,1,44315,0
1,4,44451,0
1,2,44588,0
1,3,44724,0
1,1,44860,0
1,4,45269,0
1,2,45542,0
1,3,45679,0
1,1,45815,0
1,4,45951,0
1,3,46088,0
1,1,46224,0
1,2,46360,0
2,3,46497,49757
1,1,49757,0
1,1,50072,0
1,1,50388,0
1,1,50704,0
1,2,51020,0
1,3,51020,0
2,4,51020,51335
1,1,51335,0
2,3,51493,51967
1,2,51967,0
2,1,52125,52599
1,4,52599,0
2,2,52757,53230
1,3,53230,0
2,4,53388,53862
1,1,53704,0
1,2,53862,0
2,3,54020,54335
1,1,54335,0
1,4,54493,0
2,2,54651,54967
1,3,54967,0
1,1,55125,0
1,4,55283,0
1,1,55441,0
1,2,55441,0
1,3,55520,0
1,2,55599,0
1,4,55678,0
1,1,55757,0
1,3,55835,0
2,1,55914,56230
1,2,55914,0
1,4,55914,0
1,3,56230,0
1,2,56309,0
1,3,56388,0
1,4,56388,0
1,1,56546,0
1,2,56704,0
1,4,56704,0
1,3,56862,0
1,1,57020,0
1,2,57020,0
1,4,57178,0
1,1,57335,0
1,3,57335,0
1,2,57493,0
1,3,57651,0
1,4,57651,0
1,1,57809,0
1,4,57888,0
1,1,57967,0
1,2,57967,0
1,3,58125,0
1,2,58283,0
1,4,58283,0
1,1,58441,0
1,3,58599,0
1,4,58599,0
1,2,58757,0
1,1,58914,0
1,3,58914,0
1,4,59072,0
1,3,59151,0
1,1,59230,0
1,2,59230,0
1,4,59388,0
1,2,59546,0
1,3,59546,0
1,1,59704,0
1,3,59862,0
1,4,59862,0
1,2,60020,0
1,1,60178,0
1,4,60178,0
1,3,60335,0
1,2,60414,0
1,1,60493,0
1,4,60493,0
1,2,60651,0
1,3,60730,0
1,1,60809,0
1,4,60809,0
1,2,60967,0
1,3,60967,0
2,4,60967,61283
1,1,61283,0
1,3,61362,0
1,1,61441,0
1,2,61441,0
1,4,61599,0
1,2,61757,0
1,3,61757,0
1,1,61914,0
1,3,62072,0
1,4,62072,0
1,2,62230,0
1,1,62388,0
1,4,62388,0
1,3,62546,0
1,2,62704,0
1,4,62704,0
1,1,62862,0
1,2,63020,0
1,3,63020,0
1,4,63178,0
1,1,63257,0
1,3,63335,0
1,4,63335,0
1,2,63493,0
1,1,63651,0
1,3,63651,0
1,2,63809,0
1,1,63967,0
1,4,63967,0
1,3,64125,0
1,2,64283,0
1,4,64283,0
1,1,64441,0
1,3,64520,0
1,1,64599,0
1,2,64599,0
1,4,64757,0
1,2,64914,0
1,3,64914,0
1,1,65072,0
1,3,65230,0
1,4,65230,0
1,2,65388,0
1,3,65467,0
1,1,65546,0
1,4,65546,0
1,2,65704,0
1,1,65862,0
1,3,65862,0
1,4,65862,0
1,3,66020,0
2,1,66178,66493
1,2,66178,0
1,4,66178,0
1,2,66493,0
1,3,66493,0
1,4,66651,0
1,1,66809,0
1,2,66809,0
1,3,66967,0
1,1,67046,0
1,3,67125,0
1,4,67125,0
1,2,67283,0
1,1,67441,0
1,4,67441,0
1,3,67599,0
1,1,67757,0
1,2,67757,0
1,4,67914,0
1,1,68072,0
1,3,68072,0
1,2,68230,0
1,3,68309,0
1,1,68388,0
1,4,68388,0
1,2,68546,0
1,3,68704,0
1,4,68704,0
1,1,68862,0
1,2,69020,0
1,3,69020,0
1,4,69178,0
1,1,69257,0
1,3,69335,0
1,4,69335,0
1,2,69493,0
1,1,69651,0
1,3,69651,0
1,2,69809,0
1,1,69967,0
1,3,69967,0
1,4,69967,0
1,4,70125,0
1,1,70283,0
1,2,70283,0
1,3,70283,0
1,1,70441,0
1,4,70520,0
1,2,70599,0
1,3,70599,0
1,1,70678,0
1,4,70757,0
1,2,70835,0
1,3,70914,0
1,4,70914,0
1,1,70993,0
1,2,71072,0
1,3,71151,0
1,1,71230,0
1,2,71230,0
2,4,71230,71546
1,1,71546,0
1,3,71546,0
1,2,71704,0
1,3,71862,0
1,4,71862,0
1,1,72020,0
1,4,72099,0
1,1,72178,0
1,2,72178,0
1,3,72335,0
1,2,72493,0
1,4,72493,0
1,1,72651,0
1,3,72809,0
1,4,72809,0
1,2,72967,0
1,3,73046,0
1,1,73125,0
1,4,73125,0
1,2,73283,0
1,1,73441,0
1,3,73441,0
1,4,73599,0
1,1,73757,0
1,2,73757,0
1,3,73757,0
1,4,73914,0
1,1,74072,0
1,2,74072,0
1,3,74230,0
1,2,74388,0
1,4,74388,0
1,1,74546,0
1,3,74704,0
1,4,74704,0
1,2,74862,0
1,1,75020,0
1,4,75020,0
1,3,75178,0
1,1,75335,0
1,2,75335,0
1,4,75335,0
1,3,75493,0
1,2,75572,0
1,1,75651,0
1,3,75651,0
1,4,75651,0
1,1,75809,0
1,2,75967,0
1,3,75967,0
1,4,75967,0
1,1,76125,0
1,3,76204,0
1,1,76283,0
1,2,76283,0
1,4,76283,0
1,3,76441,0
1,1,76599,0
1,4,76599,0
1,2,76757,0
1,3,76757,0
1,4,76757,0
1,1,76914,0
1,3,77072,0
1,4,77072,0
1,1,77230,0
1,2,77230,0
1,4,77230,0
1,3,77388,0
1,1,77546,0
1,2,77546,0
1,3,77704,0
1,4,77704,0
1,2,77862,0
1,1,78020,0
1,4,78020,0
1,2,78178,0
1,3,78178,0
1,4,78178,0
1,2,78335,0
1,1,78493,0
1,3,78493,0
1,4,78493,0
1,2,78651,0
1,3,78730,0
1,1,78809,0
1,2,78809,0
1,4,78809,0
1,3,78967,0
1,1,79125,0
1,2,79125,0
1,1,79283,0
1,3,79283,0
1,4,79283,0
1,2,79441,0
1,3,79599,0
1,4,79599,0
1,1,79757,0
1,2,79757,0
1,3,79914,0
1,1,79993,0
1,3,80072,0
1,4,80072,0
1,2,80230,0
1,1,80388,0
1,3,80388,0
1,4,80388,0
1,1,80704,0
1,2,80704,0
1,3,80862,0
1,2,80941,0
1,3,81020,0
1,2,81099,0
1,3,81178,0
1,2,81257,0
1,1,81335,0
1,3,81335,0
2,4,81335,81651
1,1,81651,0
1,2,81651,0
2,3,81809,81967
1,1,81967,0
2,2,81967,82125
1,3,82125,0
1,4,82125,0
2,1,82283,82441
1,2,82283,0
2,4,82441,82599
2,1,82599,82757
1,2,82599,0
1,3,82757,0
2,4,82757,82914
2,1,82914,83072
1,2,82914,0
2,4,83072,83230
2,1,83230,83388
1,2,83230,0
1,3,83388,0
2,4,83388,83546
1,1,83546,0
1,2,83546,0
1,3,83704,0
1,1,83862,0
2,4,83862,84178
1,2,84178,0
1,3,84178,0
2,1,84335,84493
1,3,84493,0
2,4,84493,84651
1,1,84651,0
2,2,84651,84809
2,3,84809,84967
1,4,84809,0
2,2,84967,85125
2,3,85125,85283
1,4,85125,0
1,1,85283,0
2,2,85283,85441
2,3,85441,85599
1,4,85441,0
2,2,85599,85757
2,3,85757,85914
1,4,85757,0
1,1,85914,0
2,2,85914,86072
1,3,86072,0
1,4,86072,0
1,2,86230,0
2,1,86388,86546
1,3,86388,0
1,4,86388,0
2,2,86546,86704
1,3,86704,0
2,4,86704,86862
2,1,86862,87020
2,2,87020,87178
1,3,87020,0
1,1,87178,0
2,4,87178,87335
1,2,87335,0
2,3,87335,87493
1,1,87493,0
1,3,87651,0
2,4,87651,87967
1,2,87809,0
1,1,87967,0
1,3,87967,0
2,2,88125,88441
1,4,88283,0
1,1,88441,0
1,3,88441,0
1,2,88599,0
2,4,88599,88757
1,3,88757,0
2,1,88914,89072
1,2,88914,0
2,4,89072,89230
1,1,89230,0
2,2,89230,89388
2,3,89388,89546
2,1,89546,89704
1,2,89546,0
1,3,89704,0
2,4,89704,89862
1,1,89862,0
2,2,89862,90020
2,3,90020,90493
1,4,90178,0
1,2,90335,0
1,1,90493,0
1,4,90493,0
1,2,90651,0
1,3,90730,0
1,1,90809,0
1,2,90888,0
1,4,90967,0
1,3,91046,0
1,1,91125,0
1,2,91125,0
1,4,91125,0
1,1,91441,0
1,3,91441,0
2,4,91441,91599
2,2,91599,91757
1,3,91757,0
2,4,91757,91914
2,1,91914,92072
2,3,92072,92230
1,4,92072,0
1,1,92230,0
2,2,92230,92388
1,3,92388,0
2,4,92388,92546
1,1,92546,0
2,3,92704,92862
1,4,92704,0
1,1,92862,0
2,2,92862,93020
2,3,93020,93178
1,4,93020,0
2,2,93178,93335
2,3,93335,93493
1,4,93335,0
1,1,93493,0
2,2,93493,93651
2,3,93651,93809
1,4,93651,0
1,1,93809,0
2,2,93967,94125
1,3,93967,0
2,4,94125,94283
1,1,94283,0
2,2,94283,94441
2,3,94441,94599
2,1,94599,94757
1,4,94599,0
1,2,94757,0
2,3,94757,94914
1,1,94914,0
1,4,94914,0
1,2,95072,0
2,3,95230,95388
1,4,95230,0
1,1,95388,0
2,2,95388,95546
2,3,95546,95704
1,4,95546,0
2,2,95704,95862
1,1,95862,0
1,4,95862,0
1,3,96020,0
1,2,96099,0
1,1,96178,0
1,3,96178,0
1,4,96257,0
1,1,96335,0
1,3,96414,0
1,1,96493,0
1,2,96493,0
1,4,96493,0
1,3,96651,0
1,2,96809,0
1,4,96809,0
1,1,96967,0
1,3,96967,0
1,4,96967,0
1,2,97125,0
1,1,97283,0
1,3,97283,0
1,1,97441,0
1,2,97441,0
1,4,97441,0
1,3,97599,0
1,1,97757,0
1,4,97757,0
1,2,97914,0
1,3,97914,0
1,1,98072,0
1,3,98230,0
1,4,98230,0
1,1,98388,0
1,2,98388,0
1,4,98388,0
1,2,98546,0
1,1,98704,0
1,3,98704,0
1,4,98704,0
1,2,98862,0
1,3,98941,0
1,1,99020,0
1,2,99020,0
1,4,99020,0
1,3,99178,0
1,1,99335,0
1,2,99335,0
1,1,99493,0
1,3,99493,0
1,4,99493,0
1,2,99651,0
1,3,99809,0
1,4,99809,0
1,1,99967,0
1,2,99967,0
1,4,99967,0
1,3,100125,0
1,1,100283,0
1,4,100283,0
1,2,100441,0
1,3,100441,0
1,4,100441,0
1,1,100599,0
1,3,100757,0
1,4,100757,0
1,1,100914,0
1,2,100914,0
1,3,101072,0
1,4,101072,0
1,2,101230,0
1,3,101230,0
1,1,101388,0
1,2,101388,0
1,1,101546,0
1,3,101546,0
2,4,101546,104072
1,2,101862,0
1,2,102493,0
1,2,103125,0
1,2,103757,0
1,3,103914,0
2,1,104072,105335
1,2,104072,0
1,3,104072,0
1,4,104388,0
1,4,105020,0
1,2,105335,0
1,3,105335,0
1,4,105651,0
1,1,105809,0
1,3,105809,0
1,2,106283,0
1,3,106283,0
1,1,106599,0
2,2,106599,108493
1,4,106599,0
1,3,106914,0
1,3,107546,0
1,3,108178,0
1,4,108493,0
1,1,108651,0
1,3,108730,0
1,1,108809,0
1,2,108809,0
1,4,108809,0
1,2,109125,0
1,3,109125,0
1,4,109125,0
1,1,109441,0
1,2,109441,0
1,1,109599,0
1,2,109599,0
1,3,109757,0
1,4,109757,0
1,3,109914,0
1,4,109914,0
1,1,110072,0
1,2,110072,0
1,1,110230,0
1,2,110230,0
1,3,110388,0
1,4,110388,0
1,1,110546,0
1,2,110546,0
1,3,110704,0
1,4,110704,0
1,1,110862,0
1,2,110862,0
1,3,111020,0
1,4,111020,0
1,1,111178,0
1,2,111178,0
1,3,111335,0
1,4,111335,0
1,2,111493,0
1,3,111572,0
1,1,111651,0
1,4,111651,0
1,2,111809,0
1,3,111888,0
1,4,111967,0
1,2,112046,0
1,1,112125,0
1,3,112125,0
1,4,112125,0
1,2,112283,0
1,3,112362,0
1,1,112441,0
1,3,112520,0
1,1,112599,0
1,2,112599,0
1,4,112835,0
1,1,112914,0
1,3,112914,0
1,2,112993,0
1,4,113072,0
1,3,113151,0
1,1,113230,0
1,2,113309,0
1,3,113388,0
1,4,113467,0
1,1,113546,0
1,2,113546,0
1,3,113862,0
2,1,114020,114809
1,2,114020,0
1,4,114020,0
1,4,114335,0
1,2,114493,0
1,3,114493,0
1,3,114809,0
1,4,114809,0
1,1,114967,0
1,2,114967,0
1,3,115125,0
1,4,115125,0
2,2,115283,116072
1,1,115441,0
1,3,115599,0
1,1,115757,0
1,4,115757,0
1,3,116072,0
1,4,116072,0
1,1,116230,0
1,2,116230,0
1,3,116388,0
1,4,116388,0
1,1,116546,0
1,2,116546,0
2,4,116546,117651
1,1,116862,0
1,3,116941,0
1,1,117020,0
1,2,117020,0
1,3,117335,0
1,2,117493,0
1,1,117651,0
1,3,117651,0
2,2,117809,117967
1,3,117967,0
1,4,117967,0
2,1,118125,118441
1,2,118125,0
1,3,118283,0
1,4,118283,0
2,2,118441,118599
1,3,118599,0
1,4,118599,0
1,1,118757,0
1,2,118757,0
1,3,118914,0
1,4,118914,0
1,1,119072,0
1,2,119072,0
1,4,119072,0
2,3,119230,119704
1,1,119388,0
1,2,119546,0
1,4,119546,0
1,1,119862,0
1,4,119862,0
1,2,120020,0
1,3,120020,0
1,1,120178,0
1,4,120178,0
1,2,120335,0
2,3,120493,120809
1,4,120493,0
1,1,120651,0
1,2,120809,0
1,4,120809,0
2,1,120967,121125
1,3,121125,0
1,4,121125,0
1,1,121283,0
1,2,121283,0
1,3,121441,0
1,4,121441,0
1,1,121599,0
1,2,121599,0
1,4,121599,0
2,3,121757,122072
1,2,121914,0
1,1,122072,0
1,4,122072,0
2,2,122230,122546
1,3,122388,0
1,1,122546,0
2,4,122546,122862
1,2,122704,0
1,3,122704,0
2,1,122862,123493
1,2,123020,0
1,4,123178,0
1,2,123335,0
1,3,123335,0
1,4,123493,0
1,3,123572,0
1,1,123651,0
1,2,123651,0
1,4,123730,0
1,2,123809,0
1,3,123888,0
1,1,123967,0
1,3,124046,0
1,1,124125,0
1,2,124125,0
2,4,124125,125072
1,1,124441,0
1,3,124520,0
1,1,124599,0
1,2,124599,0
1,3,124757,0
1,1,124914,0
1,2,124914,0
1,1,125072,0
1,3,125072,0
1,2,125230,0
1,4,125230,0
2,1,125388,126335
1,4,125388,0
1,2,125546,0
1,3,125546,0
1,4,125704,0
1,2,125862,0
1,3,125862,0
1,4,126020,0
1,2,126099,0
1,3,126178,0
1,4,126178,0
1,2,126335,0
1,3,126335,0
1,1,126493,0
1,4,126493,0
1,1,126651,0
2,3,126651,127283
1,2,126809,0
1,4,126809,0
1,1,126967,0
1,2,127125,0
1,4,127125,0
1,1,127283,0
1,2,127362,0
1,3,127441,0
1,4,127441,0
1,1,127599,0
1,2,127599,0
1,3,127757,0
1,4,127757,0
1,2,127914,0
1,3,127993,0
2,1,128072,128388
1,4,128072,0
1,3,128230,0
1,2,128388,0
1,4,128388,0
1,3,128546,0
1,2,128625,0
1,1,128704,0
1,4,128704,0
1,2,128862,0
1,3,128862,0
1,1,129020,0
1,4,129020,0
1,2,129178,0
1,3,129178,0
2,4,129178,129967
1,1,129493,0
1,3,129572,0
1,1,129651,0
1,2,129651,0
1,3,129809,0
1,1,129967,0
1,2,129967,0
1,3,130125,0
1,4,130125,0
1,1,130283,0
1,2,130283,0
2,3,130441,131546
1,4,130441,0
1,1,130599,0
1,2,130599,0
1,4,130757,0
1,2,130835,0
1,1,130914,0
1,4,130914,0
1,2,131072,0
1,1,131230,0
1,4,131230,0
1,2,131388,0
1,4,131467,0
1,1,131546,0
1,2,131546,0
1,3,131704,0
1,4,131704,0
1,1,131862,0
1,2,131862,0
1,3,132020,0
1,4,132020,0
1,1,132178,0
1,2,132178,0
1,3,132335,0
1,4,132335,0
1,1,132493,0
1,2,132493,0
1,3,132651,0
1,4,132651,0
1,1,132809,0
1,2,132809,0
1,4,132809,0
1,3,132967,0
1,2,133046,0
1,1,133125,0
1,3,133125,0
1,4,133125,0
1,2,133283,0
1,3,133441,0
1,4,133441,0
1,1,133599,0
1,2,133599,0
1,3,133757,0
1,1,133914,0
1,4,133914,0
1,2,134072,0
1,3,134072,0
2,1,134230,135020
1,2,134230,0
1,4,134230,0
1,4,134546,0
1,3,134625,0
1,2,134704,0
1,4,134704,0
1,2,135020,0
1,3,135020,0
1,1,135178,0
1,4,135178,0
1,2,135335,0
1,3,135335,0
2,4,135493,136757
1,1,135651,0
1,2,135809,0
1,1,135967,0
1,3,135967,0
1,2,136283,0
1,3,136441,0
1,1,136599,0
1,2,136599,0
1,1,136757,0
1,3,136757,0
1,2,136914,0
1,3,137072,0
1,2,137151,0
1,1,137230,0
1,4,137230,0
1,3,137546,0
1,4,137546,0
1,1,137704,0
1,2,137704,0
1,3,137862,0
1,4,137862,0
1,2,138020,0
2,1,138178,138493
1,4,138178,0
1,3,138335,0
1,2,138493,0
1,4,138493,0
2,3,138651,138967
1,1,138809,0
1,2,138967,0
1,4,138967,0
1,2,139125,0
1,3,139125,0
1,1,139283,0
1,3,139283,0
2,4,139283,140388
1,2,139599,0
1,1,139757,0
1,3,139757,0
1,2,140072,0
1,3,140230,0
1,1,140388,0
1,2,140388,0
2,3,140546,141967
1,4,140704,0
1,2,140862,0
1,1,141020,0
1,4,141020,0
1,2,141335,0
1,4,141493,0
1,1,141651,0
1,2,141651,0
1,4,141809,0
1,1,141967,0
1,2,142125,0
1,3,142204,0
1,2,142283,0
1,4,142283,0
1,1,142441,0
1,3,142599,0
1,4,142599,0
1,1,142757,0
1,2,142757,0
1,3,142914,0
1,4,142914,0
1,1,143072,0
1,2,143072,0
1,3,143230,0
1,2,143388,0
1,3,143467,0
1,1,143546,0
1,2,143546,0
1,4,143546,0
1,3,143862,0
1,4,143862,0
1,1,143941,0
1,4,144020,0
1,2,144099,0
1,3,144178,0
1,2,144257,0
2,1,144335,144651
1,3,144335,0
1,4,144335,0
1,4,144651,0
1,3,144730,0
1,1,144809,0
1,2,144809,0
1,4,144967,0
1,2,145125,0
1,3,145125,0
1,1,145283,0
1,3,145441,0
1,4,145441,0
1,2,145599,0
1,1,145757,0
1,4,145757,0
1,3,145914,0
1,2,145993,0
1,3,146072,0
1,4,146072,0
1,1,146230,0
1,2,146388,0
1,3,146388,0
1,4,146546,0
1,2,146625,0
1,1,146704,0
1,3,146704,0
1,2,146862,0
1,1,147020,0
1,4,147020,0
1,3,147178,0
1,2,147335,0
1,4,147335,0
1,1,147493,0
1,2,147651,0
1,3,147651,0
1,4,147809,0
1,3,147888,0
1,1,147967,0
1,2,147967,0
1,4,148125,0
1,1,148283,0
1,3,148283,0
1,2,148441,0
1,3,148520,0
1,1,148599,0
1,2,148599,0
1,4,148599,0
1,4,148757,0
1,1,148914,0
1,2,148914,0
1,3,148914,0
1,2,149072,0
1,1,149230,0
1,3,149230,0
1,4,149230,0
1,3,149388,0
1,1,149546,0
1,2,149546,0
